"year","duration","years","track","artist"
"2000","3.88","Years 2000-2009","You Won't Be Lonely Now","Billy Ray Cyrus"
"2000","3.8","Years 2000-2009","No Boundaries","Adam Lambert"
"2000","3.93","Years 2000-2009","How We Do","The Game Featuring 50 Cent"
"2000","4.1","Years 2000-2009","What If","Babyface"
"2000","3.35","Years 2000-2009","Three Wooden Crosses","Randy Travis"
"2000","6.43","Years 2000-2009","If You Love Me","Mint Condition"
"2000","3.97","Years 2000-2009","Ordinary Day","Vanessa Carlton"
"2000","3.26","Years 2000-2009","Bad Day","Fuel"
"2000","3.75","Years 2000-2009","New Soul","Yael Naim"
"2000","4.33","Years 2000-2009","I'm A Hustla","Cassidy"
"2000","3.6","Years 2000-2009","So What","Field Mob Featuring Ciara"
"2000","4.14","Years 2000-2009","It's Goin' Down","X-Ecutioners"
"2000","3.48","Years 2000-2009","No Matta What (Party All Night)","Toya"
"2000","4.7","Years 2000-2009","Sorry","Madonna"
"2000","3.22","Years 2000-2009","That Song In My Head","Julianne Hough"
"2000","4.33","Years 2000-2009","I'd Rather","Luther Vandross"
"2000","3.97","Years 2000-2009","Who's Your Daddy?","Toby Keith"
"2000","4.45","Years 2000-2009","Yellow","Coldplay"
"2000","4.58","Years 2000-2009","Riding With Private Malone","David Ball"
"2000","3.8","Years 2000-2009","Beautiful Mess","Diamond Rio"
"2000","3.89","Years 2000-2009","Rose Bouquet","Phil Vassar"
"2000","4.91","Years 2000-2009","My Sacrifice","Creed"
"2000","3.98","Years 2000-2009","Suga Suga","Baby Bash Featuring Frankie J"
"2000","3.13","Years 2000-2009","Lollipop","Framing Hanley"
"2000","3.38","Years 2000-2009","There You Go","P!nk"
"2000","3.87","Years 2000-2009","Drive","Incubus"
"2000","4.94","Years 2000-2009","Are We Cuttin'","Pastor Troy Featuring Ms. Jade"
"2000","3.44","Years 2000-2009","Guerrilla Radio","Rage Against The Machine"
"2000","3.5","Years 2000-2009","Body On Me","Nelly Featuring Ashanti & Akon"
"2000","3.7","Years 2000-2009","Cyclone","Baby Bash Featuring T-Pain"
"2000","4.95","Years 2000-2009","Careless Whisper","Seether"
"2000","4.75","Years 2000-2009","American Boy","Estelle Featuring Kanye West"
"2000","3.55","Years 2000-2009","Dreamer","Chris Brown"
"2000","3.52","Years 2000-2009","Heartless","Kanye West"
"2000","3.92","Years 2000-2009","Unappreciated","Cherish"
"2000","3.82","Years 2000-2009","Beat It","Fall Out Boy Featuring John Mayer"
"2000","3.31","Years 2000-2009","S.E.X.","Lyfe Jennings"
"2000","3.57","Years 2000-2009","Disco Inferno","50 Cent"
"2000","3.53","Years 2000-2009","Nothing On But The Radio","Gary Allan"
"2000","5.22","Years 2000-2009","Bling Bling","""B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne"""
"2000","2.37","Years 2000-2009","What's A Guy Gotta Do","Joe Nichols"
"2000","3.63","Years 2000-2009","Probably Wouldn't Be This Way","LeAnn Rimes"
"2000","4.44","Years 2000-2009","Never","Jaheim"
"2000","4.13","Years 2000-2009","Girl On TV","LFO"
"2000","3.81","Years 2000-2009","Light On","David Cook"
"2000","3.63","Years 2000-2009","Me And My Gang","Rascal Flatts"
"2000","3.61","Years 2000-2009","Last Christmas","Glee Cast"
"2000","3.63","Years 2000-2009","Dig In","Lenny Kravitz"
"2000","3.76","Years 2000-2009","Another Try","Josh Turner Featuring Trisha Yearwood"
"2000","4.59","Years 2000-2009","King Kong","Jibbs Featuring Chamillionaire"
"2000","3.61","Years 2000-2009","She Hates Me","Puddle Of Mudd"
"2000","3.87","Years 2000-2009","Addicted","Simple Plan"
"2000","3.56","Years 2000-2009","Be Good To Me","Ashley Tisdale"
"2000","4.28","Years 2000-2009","Still In Love","Teena Marie Featuring Baby"
"2000","3.69","Years 2000-2009","Through The Wire","Kanye West"
"2000","4.24","Years 2000-2009","Every Day","Rascal Flatts"
"2000","4.73","Years 2000-2009","Blue (Da Ba Dee)","Eiffel 65"
"2000","4.15","Years 2000-2009","Torn","LeToya"
"2000","6.73","Years 2000-2009","Schism","Tool"
"2000","3.95","Years 2000-2009","Jump Then Fall","Taylor Swift"
"2000","3.39","Years 2000-2009","Thnks Fr Th Mmrs","Fall Out Boy"
"2000","5.08","Years 2000-2009","Video Phone","Beyonce Featuring Lady Gaga"
"2000","4.39","Years 2000-2009","Nothing Left To Lose","Mat Kearney"
"2000","4.17","Years 2000-2009","Yeah!","Usher Featuring Lil Jon & Ludacris"
"2000","4.51","Years 2000-2009","Walked Outta Heaven","Jagged Edge"
"2000","4.06","Years 2000-2009","Wifey","Next"
"2000","3.53","Years 2000-2009","Love Song","311"
"2000","5.12","Years 2000-2009","The Great Beyond","R.E.M."
"2000","5.43","Years 2000-2009","Deep Inside","Mary J. Blige"
"2000","3.9","Years 2000-2009","Control Myself","LL Cool J Featuring Jennifer Lopez"
"2000","4.04","Years 2000-2009","No More","Ruff Endz"
"2000","3.78","Years 2000-2009","Birthday Sex","Jeremih"
"2000","2.97","Years 2000-2009","Running Away","Hoobastank"
"2000","7.41","Years 2000-2009","LoveStoned","Justin Timberlake"
"2000","4","Years 2000-2009","""Pon De River, Pon De Bank""","Elephant Man"
"2000","3.61","Years 2000-2009","I Will Not Bow","Breaking Benjamin"
"2000","2.87","Years 2000-2009","I Love You","Martina McBride"
"2000","4.34","Years 2000-2009","Crazy","K-Ci & JoJo"
"2000","4.79","Years 2000-2009","I Tried","Bone Thugs-N-Harmony Featuring Akon"
"2000","4.06","Years 2000-2009","In Those Jeans","Ginuwine"
"2000","3.02","Years 2000-2009","Pain","Jimmy Eat World"
"2000","3.86","Years 2000-2009","Inside The Fire","Disturbed"
"2000","4.26","Years 2000-2009","Honesty (Write Me A List)","Rodney Atkins"
"2000","3.75","Years 2000-2009","My Humps","The Black Eyed Peas"
"2000","4.16","Years 2000-2009","Whatever You Like","T.I."
"2000","3.14","Years 2000-2009","Big Deal","LeAnn Rimes"
"2000","3.63","Years 2000-2009","All You Wanted","Michelle Branch"
"2000","3.5","Years 2000-2009","Look At Us","Sarina Paris"
"2000","3.72","Years 2000-2009","Everytime Tha Beat Drop","Monica Featuring Dem Franchize Boyz"
"2000","5.18","Years 2000-2009","Dear Lie","TLC"
"2000","4.55","Years 2000-2009","Maybe I Deserve","Tank"
"2000","3.83","Years 2000-2009","Heaven","Live"
"2000","3.74","Years 2000-2009","You'll Always Find Your Way Back Home","Hannah Montana"
"2000","2.99","Years 2000-2009","Down The Road","Kenny Chesney With Mac McAnally"
"2000","3.64","Years 2000-2009","Johnny & June","Heidi Newfield"
"2000","4.29","Years 2000-2009","Believe","Staind"
"2000","4.07","Years 2000-2009","I Don't Wanna Be In Love (Dance Floor Anthem)","Good Charlotte"
"2000","3.81","Years 2000-2009","For You I Will (Confidence)","Teddy Geiger"
"2000","3.8","Years 2000-2009","Rock The Party","Benzino"
"2000","4.17","Years 2000-2009","Independent","Webbie Featuring Lil' Phat & Lil' Boosie"
"2000","3.59","Years 2000-2009","One More Day","Diamond Rio"
"2000","4.66","Years 2000-2009","Yeah Yeah U Know It","Keith Murray Featuring Def Squad"
"2000","2.57","Years 2000-2009","www.memory","Alan Jackson"
"2000","4.02","Years 2000-2009","Last Name","Carrie Underwood"
"2000","4.15","Years 2000-2009","Full Moon","Brandy"
"2000","3.8","Years 2000-2009","You Look Good In My Shirt","Keith Urban"
"2000","4.36","Years 2000-2009","Let's Get Down","Bow Wow Featuring Baby"
"2000","3.54","Years 2000-2009","So Fly","Slim Featuring Yung Joc"
"2000","3.7","Years 2000-2009","I'm Glad","Jennifer Lopez"
"2000","4.54","Years 2000-2009","I Can't Wait","Sleepy Brown Featuring OutKast"
"2000","3.82","Years 2000-2009","Love Me","Justin Bieber"
"2000","3.78","Years 2000-2009","Unfaithful","Rihanna"
"2000","3.72","Years 2000-2009","Sounds Like Life To Me","Darryl Worley"
"2000","4.16","Years 2000-2009","Errtime","Nelly Featuring Jung Tru & King Jacob"
"2000","4.09","Years 2000-2009","The Love Song","Jeff Bates"
"2000","3.32","Years 2000-2009","My Give A Damn's Busted","Jo Dee Messina"
"2000","4.7","Years 2000-2009","I Think They Like Me","""Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow"""
"2000","3.58","Years 2000-2009","Call Me When You're Sober","Evanescence"
"2000","4.46","Years 2000-2009","The Way That I Love You","Ashanti"
"2000","3.59","Years 2000-2009","For Your Entertainment","Adam Lambert"
"2000","3.85","Years 2000-2009","I'm Sprung","T-Pain"
"2000","3.93","Years 2000-2009","Speak","Godsmack"
"2000","4.43","Years 2000-2009","Drop It Like It's Hot","Snoop Dogg Featuring Pharrell"
"2000","4.39","Years 2000-2009","Let's Get Married","Jagged Edge"
"2000","3.4","Years 2000-2009","Rise Above This","Seether"
"2000","2.78","Years 2000-2009","Come Back To Me","Vanessa Hudgens"
"2000","4.22","Years 2000-2009","Trust","Keyshia Cole Duet With Monica"
"2000","2.75","Years 2000-2009","You're The Only One","Maria Mena"
"2000","3.44","Years 2000-2009","Lucky","Britney Spears"
"2000","2.09","Years 2000-2009","What I've Been Looking For","Lucas Grabeel & Ashley Tisdale"
"2000","4.11","Years 2000-2009","Come Into My World","Kylie Minogue"
"2000","3.15","Years 2000-2009","The Wreckoning","Boomkat"
"2000","3.86","Years 2000-2009","(I Hate) Everything About You","Three Days Grace"
"2000","4.89","Years 2000-2009","Auld Lang Syne","Kenny G"
"2000","3.91","Years 2000-2009","Girlfight","Brooke Valentine Featuring Lil Jon & Big Boi"
"2000","3.69","Years 2000-2009","Whatcha Say","Jason Derulo"
"2000","4.06","Years 2000-2009","Here","Rascal Flatts"
"2000","3.55","Years 2000-2009","We Be Burnin'","Sean Paul"
"2000","4.66","Years 2000-2009","Breathe (2 AM)","Anna Nalick"
"2000","4.12","Years 2000-2009","LOL :-)","Trey Songz Featuring Gucci Mane & Soulja Boy Tell'em"
"2000","4.01","Years 2000-2009","Bother","Stone Sour"
"2000","2.99","Years 2000-2009","Boyfriend","Ashlee Simpson"
"2000","3.32","Years 2000-2009","It Only Hurts When I'm Breathing","Shania Twain"
"2000","3.62","Years 2000-2009","In The Kitchen","R. Kelly"
"2000","3.64","Years 2000-2009","Hole In The Head","Sugababes"
"2000","4.23","Years 2000-2009","Over And Over","Nelly Featuring Tim McGraw"
"2000","3.15","Years 2000-2009","Flavor Of The Weak","American Hi-Fi"
"2000","3.73","Years 2000-2009","Too Little Too Late","JoJo"
"2000","3.38","Years 2000-2009","U And Dat","E-40 Featuring T-Pain & Kandi Girl"
"2000","4.68","Years 2000-2009","I Miss You","DMX Featuring Faith Evans"
"2000","4.1","Years 2000-2009","Pop That Booty","""Marques Houston Featuring Jermaine """"JD"""" Dupri"""
"2000","4.7","Years 2000-2009","Love Of My Life","Brian McKnight"
"2000","4.14","Years 2000-2009","How Do You Get That Lonely","Blaine Larsen"
"2000","3.82","Years 2000-2009","Bartender Song","Rehab"
"2000","4.82","Years 2000-2009","Dilemma","Nelly Featuring Kelly Rowland"
"2000","4.43","Years 2000-2009","Dance With My Father","Luther Vandross"
"2000","3.55","Years 2000-2009","Don't Mess With My Man","Nivea Featuring Brian & Brandon Casey"
"2000","2.99","Years 2000-2009","The Way I Are","Timbaland Featuring Keri Hilson"
"2000","3.42","Years 2000-2009","Papa Don't Preach","Kelly Osbourne"
"2000","4.82","Years 2000-2009","Online","Brad Paisley"
"2000","3.88","Years 2000-2009","How Many Licks?","Lil' Kim Featuring Sisqo"
"2000","3.76","Years 2000-2009","Start The Commotion","The Wiseguys"
"2000","3.49","Years 2000-2009","It Just Comes Natural","George Strait"
"2000","3.96","Years 2000-2009","Gigolo","Nick Cannon Featuring R. Kelly"
"2000","3.61","Years 2000-2009","If You're Going Through Hell (Before The Devil Even Knows)","Rodney Atkins"
"2000","4.24","Years 2000-2009","The Game Of Love","Santana Featuring Michelle Branch"
"2000","4.15","Years 2000-2009","Break Up","Mario Featuring Gucci Mane & Sean Garrett"
"2000","3.31","Years 2000-2009","I Changed My Mind","Keyshia Cole Featuring Shyne"
"2000","4.01","Years 2000-2009","Blue Jeans","Yasmeen Featuring Ghostface Killah"
"2000","3.74","Years 2000-2009","White Houses","Vanessa Carlton"
"2000","3.92","Years 2000-2009","Love Story","Taylor Swift"
"2000","4.11","Years 2000-2009","Glamorous","Fergie Featuring Ludacris"
"2000","3.34","Years 2000-2009","Hot Mama","Trace Adkins"
"2000","3.52","Years 2000-2009","So Fine","Sean Paul"
"2000","3.43","Years 2000-2009","Numb/Encore","Jay-Z/Linkin Park"
"2000","4.42","Years 2000-2009","I'm N Luv (Wit A Stripper)","T-Pain Featuring Mike Jones"
"2000","4.13","Years 2000-2009","Dare You To Move","Switchfoot"
"2000","3.09","Years 2000-2009","Shine On","Ryan Cabrera"
"2000","3.66","Years 2000-2009","Disease","matchbox twenty"
"2000","3.85","Years 2000-2009","Under","Pleasure P"
"2000","3.82","Years 2000-2009","Radar","Britney Spears"
"2000","4.07","Years 2000-2009","Damaged","Danity Kane"
"2000","3.54","Years 2000-2009","All-American Girl","Carrie Underwood"
"2000","3.51","Years 2000-2009","As If","Sara Evans"
"2000","3.65","Years 2000-2009","I'm Yours","Jason Mraz"
"2000","3.75","Years 2000-2009","Let It Go","Tim McGraw"
"2000","4.26","Years 2000-2009","Drift Away","Uncle Kracker Featuring Dobie Gray"
"2000","4","Years 2000-2009","Meet Virginia","Train"
"2000","3.94","Years 2000-2009","Touch The Sky","Kanye West Featuring Lupe Fiasco"
"2000","3.65","Years 2000-2009","Billy's Got His Beer Goggles On","Neal McCoy"
"2000","3.6","Years 2000-2009","Charlie Last Name: Wilson","Charlie Wilson"
"2000","4.1","Years 2000-2009","Wetter (Calling You Daddy)","Twista Featuring Erika Shevon"
"2000","4.57","Years 2000-2009","Why Don't You & I","Santana Featuring Alex Band Or Chad Kroeger"
"2000","2.48","Years 2000-2009","Bop To The Top","Lucas Grabeel & Ashley Tisdale"
"2000","3.14","Years 2000-2009","A Little Gasoline","Terri Clark"
"2000","4.4","Years 2000-2009","Throw Some D's","Rich Boy Featuring Polow Da Don"
"2000","3.45","Years 2000-2009","Good Life","Kanye West Featuring T-Pain"
"2000","3.86","Years 2000-2009","We're All In This Together","High School Musical Cast"
"2000","3.83","Years 2000-2009","Sexy Lady","Yung Berg Featuring Junior"
"2000","4.13","Years 2000-2009","I Invented Sex","Trey Songz Featuring Drake"
"2000","5.84","Years 2000-2009","Superman","Eminem"
"2000","3.67","Years 2000-2009","Betcha Can't Do It Like Me","D4L"
"2000","3.22","Years 2000-2009","Aaron's Party (Come Get It)","Aaron Carter"
"2000","4.42","Years 2000-2009","Whistle While You Twurk","Ying Yang Twins"
"2000","3.34","Years 2000-2009","I Do Not Hook Up","Kelly Clarkson"
"2000","4.65","Years 2000-2009","Mesmerize","Ja Rule Featuring Ashanti"
"2000","3.59","Years 2000-2009","Price To Play","Staind"
"2000","4.02","Years 2000-2009","It's Goin' Down","Yung Joc"
"2000","3.69","Years 2000-2009","Day 'N' Nite","Kid Cudi"
"2000","3.97","Years 2000-2009","Let It Go","Keyshia Cole Featuring Missy Elliott & Lil Kim"
"2000","3.88","Years 2000-2009","One Wing In The Fire","Trent Tomlinson"
"2000","4.38","Years 2000-2009","Every Time I Hear Your Name","Keith Anderson"
"2000","2.83","Years 2000-2009","Still Ballin","2Pac Featuring Trick Daddy"
"2000","3.04","Years 2000-2009","Replay","Iyaz"
"2000","4.65","Years 2000-2009","Let's Get Away","T.I."
"2000","4.13","Years 2000-2009","U Got It Bad","Usher"
"2000","4.01","Years 2000-2009","More Than Words","Frankie J"
"2000","3.4","Years 2000-2009","Goodies","Ciara Featuring Petey Pablo"
"2000","3.97","Years 2000-2009","So Much More","Fat Joe"
"2000","3.64","Years 2000-2009","Bring It All To Me","Blaque"
"2000","4.18","Years 2000-2009","Long Black Train","Josh Turner"
"2000","4.13","Years 2000-2009","Desperately","George Strait"
"2000","3.95","Years 2000-2009","Everybody","Keith Urban"
"2000","5.46","Years 2000-2009","Swagga Like Us","Jay-Z & T.I. Featuring Kanye West & Lil Wayne"
"2000","3.69","Years 2000-2009","That's What I'm Looking For","Da Brat"
"2000","4.16","Years 2000-2009","One Voice","Billy Gilman"
"2000","3.53","Years 2000-2009","Breathe","Michelle Branch"
"2000","3.35","Years 2000-2009","Dip It Low","Christina Milian"
"2000","4.49","Years 2000-2009","U Don't Have To Call","Usher"
"2000","3.92","Years 2000-2009","Freek-A-Leek","Petey Pablo"
"2000","4","Years 2000-2009","Don't Phunk With My Heart","The Black Eyed Peas"
"2000","5.18","Years 2000-2009","That's Not My Name","The Ting Tings"
"2000","2.08","Years 2000-2009","Halo / Walking On Sunshine","Glee Cast"
"2000","3.09","Years 2000-2009","Hustler's Ambition","50 Cent"
"2000","3.78","Years 2000-2009","Stay Gone","Jimmy Wayne"
"2000","5.35","Years 2000-2009","21 Guns","Green Day"
"2000","5.09","Years 2000-2009","And I Am Telling You I'm Not Going","Jennifer Hudson"
"2000","4.87","Years 2000-2009","Pimp Juice","Nelly"
"2000","4.26","Years 2000-2009","Wrong Impression","Natalie Imbruglia"
"2000","4.1","Years 2000-2009","Boston","Augustana"
"2000","4.58","Years 2000-2009","By Your Side","Sade"
"2000","3.48","Years 2000-2009","You All Dat","Baha Men With Imani Coppola"
"2000","2.75","Years 2000-2009","I'm Just Talkin' About Tonight","Toby Keith"
"2000","4.02","Years 2000-2009","Awnaw","Nappy Roots"
"2000","3.78","Years 2000-2009","Lonely No More","Rob Thomas"
"2000","3.72","Years 2000-2009","Long Trip Alone","Dierks Bentley"
"2000","4.82","Years 2000-2009","Superstar","Lupe Fiasco Featuring Matthew Santos"
"2000","3.91","Years 2000-2009","Real Live Woman","Trisha Yearwood"
"2000","3.32","Years 2000-2009","Love Is Gone","David Guetta & Chris Willis"
"2000","3.65","Years 2000-2009","Baby I'm Back","Baby Bash Featuring Akon"
"2000","3.98","Years 2000-2009","I Want To Live","Josh Gracin"
"2000","3.44","Years 2000-2009","Cheatin'","Sara Evans"
"2000","4.13","Years 2000-2009","Ooh!","Mary J. Blige"
"2000","3.35","Years 2000-2009","Gotta Tell You","Samantha Mumba"
"2000","4.84","Years 2000-2009","In Color","Jamey Johnson"
"2000","4.3","Years 2000-2009","U Should've Known Better","Monica"
"2000","3.93","Years 2000-2009","Bring Me To Life","Evanescence Featuring Paul McCoy"
"2000","2.75","Years 2000-2009","Arab Money","Busta Rhymes Featuring Ron Browz"
"2000","4.31","Years 2000-2009","Love Song","Sara Bareilles"
"2000","4.73","Years 2000-2009","Anonymous","Bobby Valentino Featuring Timbaland"
"2000","4.86","Years 2000-2009","Ride Wit Me","Nelly Featuring City Spud"
"2000","4.43","Years 2000-2009","Bigger Than My Body","John Mayer"
"2000","4.37","Years 2000-2009","He Wasn't Man Enough","Toni Braxton"
"2000","4.24","Years 2000-2009","These Days","Rascal Flatts"
"2000","4.17","Years 2000-2009","Video","India.Arie"
"2000","3.35","Years 2000-2009","Hot Revolver","Lil Wayne"
"2000","4.06","Years 2000-2009","We Weren't Born To Follow","Bon Jovi"
"2000","4.05","Years 2000-2009","For All Time","Soluna"
"2000","4.08","Years 2000-2009","When I Look To The Sky","Train"
"2000","4.39","Years 2000-2009","All My Life","Foo Fighters"
"2000","5.55","Years 2000-2009","The Greatest Romance Ever Sold","Prince"
"2000","4.5","Years 2000-2009","The Woman With You","Kenny Chesney"
"2000","4.34","Years 2000-2009","Red Dirt Road","Brooks & Dunn"
"2000","3.24","Years 2000-2009","Cold","Crossfade"
"2000","3.12","Years 2000-2009","She Don't Tell Me To","Montgomery Gentry"
"2000","3.99","Years 2000-2009","Chariot","Gavin DeGraw"
"2000","4.09","Years 2000-2009","Cater 2 U","Destiny's Child"
"2000","3.58","Years 2000-2009","Nobody","Wonder Girls"
